type,geo_point_2d,id,code,city,name,visible,epci
clusters,"45.07157,5.75776",C38:ST04648,C38:ST04648,Notre-Dame-de-Mésage,CAR.ROUTE DE MONTALEY,1,LaMetro
clusters,"45.06677,5.75406",C38:ST04652,C38:ST04652,Notre-Dame-de-Mésage,CAR.ROUTE DE ST-SAUVEUR,1,LaMetro
clusters,"45.06906,5.76689",C38:ST04653,C38:ST04653,Vizille,Vizille Lycée,,LaMetro
clusters,"45.05363,5.83468",C38:ST04659,C38:ST04659,Séchilienne,LE VILLAGE,1,LaMetro
clusters,"45.03798,5.80935",C38:ST04663,C38:ST04663,Saint-Barthélemy-de-Séchilienne,LE SAPPEY,1,LaMetro
clusters,"45.05344,5.82945",C38:ST04665,C38:ST04665,Séchilienne,LA GARE,1,LaMetro
clusters,"45.11879,5.70187",C38:ST04848,C38:ST04848,Le Pont-de-Claix,LES DEUX PONTS,1,LaMetro
clusters,"45.09447,5.7215",C38:ST04849,C38:ST04849,Champagnier,SAUT DU MOINE,1,LaMetro
clusters,"45.08609,5.6826",C38:ST04852,C38:ST04852,Varces-Allières-et-Risset,VARCES REPUBLIQUE,1,LaMetro
clusters,"45.08745,5.73033",C38:ST04859,C38:ST04859,Champ-sur-Drac,Pont de Champ,,LaMetro
clusters,"45.08661,5.77485",C38:ST04874,C38:ST04874,Vizille,Collège Les Mattons,,LaMetro
clusters,"45.08391,5.74235",C38:ST04881,C38:ST04881,Jarrie,LA GARE - RN85,1,LaMetro
clusters,"45.08854,5.73082",C38:ST04882,C38:ST04882,Champ-sur-Drac,Pont de Champ,,LaMetro
clusters,"45.07543,5.77837",C38:ST04893,C38:ST04893,Vizille,Les Allas,,LaMetro
clusters,"45.0816,5.78755",C38:ST04894,C38:ST04894,Vizille,Les Corniers,,LaMetro
clusters,"45.08202,5.76816",C38:ST04895,C38:ST04895,Vizille,L'Alliance,,LaMetro
clusters,"45.08678,5.7889",C38:ST04897,C38:ST04897,Vizille,Le Pont du Mas,,LaMetro
clusters,"45.1107,5.80406",C38:ST04902,C38:ST04902,Vaulnaveys-le-Bas,Maison Blanche,,LaMetro
clusters,"45.11992,5.82841",C38:ST04904,C38:ST04904,Vaulnaveys-le-Haut,BELMONT,1,LaMetro
clusters,"45.11517,5.83112",C38:ST04905,C38:ST04905,Vaulnaveys-le-Haut,MONTGARDIER,1,LaMetro
clusters,"45.11356,5.83653",C38:ST04906,C38:ST04906,Vaulnaveys-le-Haut,LE FUJAREY,1,LaMetro
clusters,"45.11961,5.81123",C38:ST04908,C38:ST04908,Vaulnaveys-le-Haut,Vaulnaveys-Le-Haut Le Village,,LaMetro
clusters,"45.14591,5.70486",C38:ST05122,C38:ST05122,Échirolles,Bayard,,LaMetro
clusters,"45.16932,5.71272",C38:ST05124,C38:ST05124,Grenoble,Louise Michel,,LaMetro
clusters,"45.15157,5.70677",C38:ST05126,C38:ST05126,Échirolles,Quinzaine,,LaMetro
clusters,"45.13178,5.70011",C38:ST05127,C38:ST05127,Le Pont-de-Claix,Iles de Mars,,LaMetro
clusters,"45.16099,5.66781",C38:ST05130,C38:ST05130,Seyssins,HAUTS DE SEYSSINS,1,LaMetro
clusters,"45.16383,5.71089",C38:ST05131,C38:ST05131,Grenoble,Stade Lesdiguières,,LaMetro
clusters,"45.13789,5.70217",C38:ST05132,C38:ST05132,Le Pont-de-Claix,L'Etoile,,LaMetro
clusters,"45.17051,5.68073",C38:ST05134,C38:ST05134,Seyssinet-Pariset,CENTRE-VILLAGE,1,LaMetro
clusters,"45.17094,5.66692",C38:ST05135,C38:ST05135,Seyssinet-Pariset,LA TOUR SANS VENIN,1,LaMetro
clusters,"45.12235,5.82961",C38:ST05176,C38:ST05176,Vaulnaveys-le-Haut,BELMONT LA CHAPELLE,1,LaMetro
clusters,"45.13089,5.81901",C38:ST05179,C38:ST05179,Vaulnaveys-le-Haut,Les Alberges,,LaMetro
clusters,"45.12908,5.82638",C38:ST05186,C38:ST05186,Vaulnaveys-le-Haut,LES ROUX,1,LaMetro
clusters,"45.12803,5.83504",C38:ST05190,C38:ST05190,Vaulnaveys-le-Haut,LES DAVIDS,1,LaMetro
clusters,"45.1631,5.81265",C38:ST05193,C38:ST05193,Venon,Le Chenil,,LaMetro
clusters,"45.13626,5.82448",C38:ST05200,C38:ST05200,Vaulnaveys-le-Haut,La Tuilerie,,LaMetro
clusters,"45.12419,5.83096",C38:ST05207,C38:ST05207,Vaulnaveys-le-Haut,BELMONT 3,1,LaMetro
clusters,"45.13095,5.8303",C38:ST05208,C38:ST05208,Vaulnaveys-le-Haut,LES BLANCHERES 2,1,LaMetro
clusters,"45.20675,5.66277",C38:ST05380,C38:ST05380,Sassenage,Place de la Libération,,LaMetro
clusters,"45.21227,5.66173",C38:ST05381,C38:ST05381,Sassenage,Château de Sassenage,,LaMetro
clusters,"45.21491,5.66119",C38:ST05382,C38:ST05382,Sassenage,La Rollandière,,LaMetro
clusters,"45.17487,5.65849",C38:ST05387,C38:ST05387,Seyssinet-Pariset,Pariset,,LaMetro
clusters,"45.21304,5.64477",C38:ST05388,C38:ST05388,Sassenage,LA DENT DU LOUP,,LaMetro
clusters,"45.218,5.64818",C38:ST05389,C38:ST05389,Sassenage,RIVOIRE DE LA DAME,,LaMetro
clusters,"45.19971,5.632",C38:ST05390,C38:ST05390,Sassenage,USINE,1,LaMetro
clusters,"45.20427,5.66511",C38:ST05391,C38:ST05391,Sassenage,PRE FLEURY,,LaMetro
clusters,"45.20527,5.7004",C38:ST05394,C38:ST05394,Grenoble,Oxford,,LaMetro
clusters,"45.18756,5.72705",C38:ST05397,C38:ST05397,Grenoble,Docteur Martin,,LaMetro
clusters,"45.18996,5.72444",C38:ST05400,C38:ST05400,Grenoble,Victor Hugo,,LaMetro
clusters,"45.18836,5.73111",C38:ST05401,C38:ST05401,Grenoble,Verdun - Préfecture,,LaMetro
clusters,"45.19151,5.71519",C38:ST05403,C38:ST05403,Grenoble,Gares,,LaMetro
clusters,"45.18544,5.73123",C38:ST05406,C38:ST05406,Grenoble,Chavant,,LaMetro
clusters,"45.17335,5.71412",C38:ST05409,C38:ST05409,Grenoble,Alliés,,LaMetro
clusters,"45.20243,5.70421",C38:ST05410,C38:ST05410,Grenoble,Marie-Louise Paris - CEA,,LaMetro
clusters,"45.17876,5.71596",C38:ST05411,C38:ST05411,Grenoble,VALLIER-LIBERATION (SUD),1,LaMetro
clusters,"45.19314,5.71417",C38:ST05414,C38:ST05414,Grenoble,GARE ROUTIERE,,LaMetro
clusters,"45.19053,5.72501",C38:ST05415,C38:ST05415,Grenoble,TROIS DAUPHINS,1,LaMetro
clusters,"45.19241,5.69651",C38:ST05416,C38:ST05416,Fontaine,SAVEUIL,,LaMetro
clusters,"45.1891,5.69428",C38:ST05417,C38:ST05417,Fontaine,Louis Maisonnat,,LaMetro
clusters,"45.18529,5.69461",C38:ST05424,C38:ST05424,Seyssinet-Pariset,Aristide Bergès,,LaMetro
clusters,"45.1882,5.71909",C38:ST05431,C38:ST05431,Grenoble,Alsace-Lorraine,,LaMetro
clusters,"45.19714,5.67241",C38:ST05432,C38:ST05432,Fontaine,La Poya,,LaMetro
clusters,"45.19531,5.71084",C38:ST05436,C38:ST05436,Grenoble,Cité Internationale,,LaMetro
clusters,"45.19955,5.66987",C38:ST05437,C38:ST05437,Sassenage,Les Pies,,LaMetro
clusters,"45.19126,5.72165",C38:ST05439,C38:ST05439,Grenoble,Docteur Mazet,,LaMetro
clusters,"45.17642,5.68792",C38:ST05440,C38:ST05440,Seyssinet-Pariset,Belvédère,,LaMetro
clusters,"45.21407,5.77905",C38:ST05444,C38:ST05444,Meylan,Lycée du Grésivaudan - Bachais,,LaMetro
clusters,"45.21376,5.75005",C38:ST05449,C38:ST05449,Corenc,LE RONDEAU,1,LaMetro
clusters,"45.18198,5.7809",C38:ST05450,C38:ST05450,Gières,COLLEGE LE CHAMANDIER,1,LaMetro
clusters,"45.18456,5.78709",C38:ST05451,C38:ST05451,Gières,INSTITUTION DON BOSCO,1,LaMetro
clusters,"45.21255,5.75916",C38:ST05453,C38:ST05453,Corenc,Montfleury,,LaMetro
clusters,"45.20718,5.78478",C38:ST05455,C38:ST05455,Meylan,TAILLEFER,1,LaMetro
clusters,"45.18883,5.73662",C38:ST05456,C38:ST05456,Grenoble,Bir Hakeim,,LaMetro
clusters,"45.18115,5.78832",C38:ST05459,C38:ST05459,Gières,Edelweiss,,LaMetro
clusters,"45.20494,5.77864",C38:ST05464,C38:ST05464,Meylan,COLLEGE DES BUCLOS,1,LaMetro
clusters,"45.21002,5.7667",C38:ST05465,C38:ST05465,Meylan,Lionel Terray,,LaMetro
clusters,"45.17345,5.78993",C38:ST05468,C38:ST05468,Gières,La Combe,,LaMetro
clusters,"45.16896,5.79329",C38:ST05469,C38:ST05469,Gières,Les Terrats,,LaMetro
clusters,"45.17395,5.76085",C38:ST05470,C38:ST05470,Saint-Martin-d'Hères,Pablo Neruda,,LaMetro
clusters,"45.20148,5.7423",C38:ST05481,C38:ST05481,La Tronche,La Tronche Hôpital,,LaMetro
clusters,"45.20562,5.74886",C38:ST05482,C38:ST05482,La Tronche,Musée Hébert,,LaMetro
clusters,"45.19168,5.77035",C38:ST05483,C38:ST05483,Saint-Martin-d'Hères,Bibliothèques Universitaires,1,LaMetro
clusters,"45.18595,5.76061",C38:ST05484,C38:ST05484,Saint-Martin-d'Hères,Clinique Belledonne,,LaMetro
clusters,"45.18442,5.76756",C38:ST05487,C38:ST05487,Saint-Martin-d'Hères,Champ Roman,,LaMetro
clusters,"45.19196,5.77504",C38:ST05488,C38:ST05488,Gières,Universités - Biologie,,LaMetro
clusters,"45.21244,5.7706",C38:ST05489,C38:ST05489,Meylan,Chaumetière,,LaMetro
clusters,"45.20759,5.78909",C38:ST05491,C38:ST05491,Meylan,INOVALLEE,1,LaMetro
clusters,"45.18554,5.78549",C38:ST05493,C38:ST05493,Gières,GARE UNIVERSITES (TRAMWAY),1,LaMetro
clusters,"45.18676,5.75675",C38:ST05495,C38:ST05495,Saint-Martin-d'Hères,Neyrpic - Belledonne,,LaMetro
clusters,"45.1849,5.78536",C38:ST05500,C38:ST05500,Gières,GARE UNIVERSITES (SNCF),1,LaMetro
clusters,"45.21163,5.77421",C38:ST05502,C38:ST05502,Meylan,Faculté de Pharmacie,,LaMetro
clusters,"45.20509,5.76455",C38:ST05503,C38:ST05503,Meylan,Aiguinards-Hexagone,,LaMetro
clusters,"45.21212,5.76685",C38:ST05508,C38:ST05508,Meylan,Revirée - Sayettes,,LaMetro
clusters,"45.19708,5.75322",C38:ST05509,C38:ST05509,La Tronche,Sablons,,LaMetro
clusters,"45.20738,5.76784",C38:ST05510,C38:ST05510,Meylan,La Revirée,,LaMetro
clusters,"45.20299,5.76149",C38:ST05511,C38:ST05511,Meylan,Plaine Fleurie,,LaMetro
clusters,"45.1875,5.73746",C38:ST05513,C38:ST05513,Grenoble,Grenoble Hôtel de Ville,,LaMetro
clusters,"45.2146,5.78098",C38:ST05514,C38:ST05514,Meylan,PARKING LYCEE GRESIVAUDAN,1,LaMetro
clusters,"45.19743,5.74655",C38:ST05516,C38:ST05516,La Tronche,Hôpital Michallon,,LaMetro
clusters,"45.19706,5.82826",C38:ST05517,C38:ST05517,Domène,COLLEGE LA MOULINIERE,1,LaMetro
clusters,"45.19807,5.83381",C38:ST05518,C38:ST05518,Domène,L'Oratoire,,LaMetro
clusters,"45.19216,5.81728",C38:ST05519,C38:ST05519,Murianette,Le Bourg,,LaMetro
clusters,"45.19418,5.82288",C38:ST05521,C38:ST05521,Murianette,Les Rivets,,LaMetro
clusters,"45.20234,5.83811",C38:ST05527,C38:ST05527,Domène,Domène Mairie,,LaMetro
clusters,"45.20756,5.84938",C38:ST05528,C38:ST05528,Domène,Les Arnauds,,LaMetro
clusters,"45.20769,5.83363",C38:ST05539,C38:ST05539,Domène,Les Vernes,,LaMetro
clusters,"45.20671,5.82732",C38:ST05540,C38:ST05540,Domène,Chenevières,,LaMetro
clusters,"45.20473,5.83595",C38:ST05541,C38:ST05541,Domène,Le Prieuré,,LaMetro
clusters,"45.19321,5.82013",C38:ST05545,C38:ST05545,Murianette,La Briot,,LaMetro
clusters,"45.19643,5.82917",C38:ST05551,C38:ST05551,Domène,Les Mortes,,LaMetro
clusters,"45.19025,5.81292",C38:ST05552,C38:ST05552,Murianette,La Perrière,1,LaMetro
clusters,"45.25837,5.65945",C38:ST05690,C38:ST05690,Fontanil-Cornillon,CROIX DE LA ROCHETTE,1,LaMetro
clusters,"45.25022,5.66511",C38:ST05691,C38:ST05691,Fontanil-Cornillon,LEP FRANCOISE DOLTO,1,LaMetro
clusters,"45.24991,5.63159",C38:ST05692,C38:ST05692,Noyarey,Le Ruisset,,LaMetro
clusters,"45.23857,5.63471",C38:ST05693,C38:ST05693,Noyarey,Saint-Jean,,LaMetro
clusters,"45.24287,5.63213",C38:ST05694,C38:ST05694,Noyarey,Bascule,,LaMetro
clusters,"45.24008,5.66663",C38:ST05696,C38:ST05696,Saint-Égrève,Cap38,,LaMetro
clusters,"45.2682,5.61939",C38:ST05697,C38:ST05697,Veurey-Voroize,Les Echalières,,LaMetro
clusters,"45.23645,5.63807",C38:ST05701,C38:ST05701,Noyarey,LES CHAULNES,1,LaMetro
clusters,"45.2365,5.66202",C38:ST05702,C38:ST05702,Saint-Égrève,SAN MARINO BARRAGE,1,LaMetro
clusters,"45.25958,5.62606",C38:ST05703,C38:ST05703,Veurey-Voroize,Iles Cordées,,LaMetro
clusters,"45.2233,5.79345",C38:ST05746,C38:ST05746,Meylan,La Détourbe,,LaMetro
clusters,"45.22106,5.79003",C38:ST05755,C38:ST05755,Meylan,Les Jaillières,,LaMetro
clusters,"45.21863,5.78664",C38:ST05757,C38:ST05757,Meylan,Saint-Mury,,LaMetro
clusters,"45.26981,5.61823",C38:ST06071,C38:ST06071,Veurey-Voroize,La Rive,,LaMetro
clusters,"45.27155,5.61931",C38:ST06072,C38:ST06072,Veurey-Voroize,VEUREY PONT,1,LaMetro
clusters,"45.20918,5.79484",C38:ST09059,C38:ST09059,Meylan,NORBERT SEGARD CNET,1,LaMetro
clusters,"45.20882,5.79762",C38:ST09060,C38:ST09060,Meylan,Busserolles,,LaMetro
clusters,"45.18922,5.77812",C38:ST09115,C38:ST09115,Gières,Vignate,,LaMetro
clusters,"45.25602,5.62811",C38:ST09142,C38:ST09142,Veurey-Voroize,La Cuche,,LaMetro
clusters,"45.19882,5.7503",C38:ST09154,C38:ST09154,La Tronche,Grand Sablon,,LaMetro
clusters,"45.08056,5.77466",C38:ST09157,C38:ST09157,Vizille,Chantefeuille,,LaMetro
clusters,"45.07733,5.76856",C38:ST09158,C38:ST09158,Vizille,Les Forges,,LaMetro
clusters,"45.1607,5.70986",C38:ST09181,C38:ST09181,Grenoble,MARIELLE FRANCO - RONDEAU,,LaMetro
clusters,"45.11064,5.70844",C38:ST09209,C38:ST09209,Le Pont-de-Claix,PONT DES VANNES,1,LaMetro
clusters,"45.19159,5.77587",C38:ST09243,C38:ST09243,Gières,Universités - Biologie,,LaMetro
clusters,"45.18935,5.77446",C38:ST09244,C38:ST09244,Saint-Martin-d'Hères,Condillac - Universités,,LaMetro
clusters,"45.20779,5.69715",C38:ST09281,C38:ST09281,Grenoble,Martyrs - Résistance,,LaMetro
clusters,"45.18806,5.73813",C38:ST09292,C38:ST09292,Grenoble,HOTEL DE VILLE-CHANRION,1,LaMetro
clusters,"45.1994,5.71313",C38:ST09296,C38:ST09296,Grenoble,DURAND SAVOYAT,1,LaMetro
clusters,"45.11453,5.70529",C38:ST09310,C38:ST09310,Le Pont-de-Claix,BEAU SITE,1,LaMetro
clusters,"45.18122,5.69449",C38:ST09315,C38:ST09315,Seyssinet-Pariset,Bouchayer - Hôtel de Ville,,LaMetro
clusters,"45.25489,5.66164",C38:ST09322,C38:ST09322,Fontanil-Cornillon,Palluel,,LaMetro
clusters,"45.17102,5.67324",C38:ST09327,C38:ST09327,Seyssinet-Pariset,LES VOUILLANTS,1,LaMetro
clusters,"45.06815,5.77009",C38:ST09328,C38:ST09328,Vizille,LYCEE (2),1,LaMetro
clusters,"45.17727,5.69353",C38:ST09344,C38:ST09344,Seyssinet-Pariset,Fauconnière,,LaMetro
clusters,"45.18027,5.71553",C38:ST09357,C38:ST09357,Grenoble,VALLIER-LIBERATION (OUEST),1,LaMetro
clusters,"45.17649,5.68144",C38:ST09358,C38:ST09358,Seyssinet-Pariset,ROUTE DE SAINT NIZIER,1,LaMetro
clusters,"45.1702,5.67794",C38:ST09359,C38:ST09359,Seyssinet-Pariset,LES VISANS,1,LaMetro
clusters,"45.22209,5.79354",C38:ST09381,C38:ST09381,Meylan,CHEMIN DE SAINT-MARTIN,1,LaMetro
clusters,"45.20851,5.75836",C38:ST09411,C38:ST09411,Meylan,Jules Flandrin,,LaMetro
clusters,"45.18007,5.70638",C38:ST09426,C38:ST09426,Grenoble,Vallier - Catane,,LaMetro
clusters,"45.12338,5.69802",C38:ST09431,C38:ST09431,Le Pont-de-Claix,Pont-de-Claix Mairie,,LaMetro
clusters,"45.16442,5.67152",C38:ST09489,C38:ST09489,Seyssinet-Pariset,BEL AIR,1,LaMetro
clusters,"45.1784,5.69193",C38:ST09503,C38:ST09503,Seyssinet-Pariset,MURAILLES,,LaMetro
clusters,"45.21415,5.63961",C38:ST09520,C38:ST09520,Sassenage,GRANDES COTES,1,LaMetro
clusters,"45.19268,5.71437",SNC:OCE87335521,SNC:OCE87335521,Grenoble,GARE ROUTIERE,,LaMetro
clusters,"45.193,5.76888",SNC:OCE87392829,SNC:OCE87392829,Saint-Martin-d'Hères,St-Martin-d'Hères,1,LaMetro
clusters,"45.1854,5.73146",SNC:OCE87697466,SNC:OCE87697466,Grenoble,Chavant,,LaMetro
clusters,"45.18913,5.72528",SNC:OCE87697474,SNC:OCE87697474,Grenoble,Victor Hugo,,LaMetro
clusters,"45.18626,5.72503",SNC:OCE87697482,SNC:OCE87697482,Grenoble,Champollion (SNCF),1,LaMetro
clusters,"45.19115,5.71369",SNC:OCE87697490,SNC:OCE87697490,Grenoble,Grenoble Europole,1,LaMetro
clusters,"45.12556,5.69798",SNC:OCE87697532,SNC:OCE87697532,"",Pont-Claix-TAG-Marcelli,1,LaMetro
clusters,"45.15272,5.71992",SNC:OCE87725895,SNC:OCE87725895,Échirolles,gare de Echirolles,1,LaMetro
clusters,"45.19533,5.71088",SNC:OCE87742056,SNC:OCE87742056,Grenoble,Grenoble Cité Internationale,1,LaMetro
clusters,"45.19147,5.71454",SNC:OCE87747006,SNC:OCE87747006,Grenoble,Gare de Grenoble,1,LaMetro
clusters,"45.2357,5.67119",SNC:OCE87747352,SNC:OCE87747352,Saint-Égrève,gare de St-Egrève-St-Robert,1,LaMetro
clusters,"45.18491,5.78474",SNC:OCE87747402,SNC:OCE87747402,Gières,Gare de Grenoble U.-Gières,1,LaMetro
clusters,"45.12517,5.69984",SNC:OCE87747519,SNC:OCE87747519,Le Pont-de-Claix,gare de Pont-de-Claix,1,LaMetro
clusters,"45.08541,5.74226",SNC:OCE87747535,SNC:OCE87747535,Jarrie,gare de Jarrie-Vizille,1,LaMetro
clusters,"45.04372,5.70118",SNC:OCE87747568,SNC:OCE87747568,Saint-Georges-de-Commiers,gare de St-Georges-de-Commiers,1,LaMetro
clusters,"45.04765,5.68542",SNC:OCE87747576,SNC:OCE87747576,Vif,gare de Vif,1,LaMetro
clusters,"45.17417,5.78998",GSV:5221,GSV:5221,Gières,LA COMBE,,LaMetro
clusters,"45.21074,5.79174",GSV:5045,GSV:5045,Meylan,LES BEALIERES,,LaMetro
clusters,"45.18105,5.78841",GSV:5211,GSV:5211,Gières,GIERES EDELWEISS,1,LaMetro
clusters,"45.20882,5.79769",GSV:GEN20090,GSV:GEN20090,Meylan,BUSSEROLLES,,LaMetro
clusters,"45.18837,5.73163",GSV:5207,GSV:5207,Grenoble,Verdun - Préfecture,,LaMetro
clusters,"45.20929,5.79458",GSV:GEN20088,GSV:GEN20088,Meylan,NORBERT SEGARD CNET,,LaMetro
clusters,"45.20456,5.84425",GSV:GEN13100,GSV:GEN13100,Domène,RENE CASSIN,,LaMetro
clusters,"45.2069,5.84792",GSV:GEN13056,GSV:GEN13056,Domène,DOMENE LES ARNAUDS,1,LaMetro
clusters,"45.16906,5.79307",GSV:5222,GSV:5222,Gières,LES TERRATS,,LaMetro
clusters,"45.18491,5.78535",GSV:GEN30057,GSV:GEN30057,Gières,GIERES GARE,1,LaMetro
clusters,"45.20729,5.834",GSV:GEN13078,GSV:GEN13078,Domène,LES VERNES,,LaMetro
clusters,"45.20454,5.83615",GSV:GEN13082,GSV:GEN13082,Domène,LE PRIEURE,,LaMetro
clusters,"45.20236,5.83816",GSV:GEN13054,GSV:GEN13054,Domène,DOMENE MAIRIE,,LaMetro
clusters,"45.16317,5.81224",GSV:5214,GSV:5214,Venon,LE CHENIL,,LaMetro
clusters,"45.25819,5.65938",TPV:S000966,TPV:S000966,Fontanil-Cornillon,CROIX DE ROCHETTE,1,LaMetro
clusters,"45.25037,5.66504",TPV:S000968,TPV:S000968,Fontanil-Cornillon,LEP F. DOLTO,1,LaMetro
clusters,"45.25813,5.6595",TPV:S001884,TPV:S001884,Fontanil-Cornillon,CROIX DE ROCHETTE,,LaMetro
clusters,"45.25469,5.66167",TPV:S001938,TPV:S001938,Fontanil-Cornillon,PALLUEL,,LaMetro
clusters,"45.25496,5.66169",TPV:S001050,TPV:S001050,Fontanil-Cornillon,PALLUEL,,LaMetro
clusters,"45.18731,5.73714",MCO:S170,MCO:S170,Grenoble,Hôtel de Ville,1,LaMetro
clusters,"45.19425,5.71862",MCO:S159,MCO:S159,Grenoble,Porte de France,1,LaMetro
clusters,"45.18016,5.70466",MCO:S202,MCO:S202,Grenoble,Catane,1,LaMetro
clusters,"45.18414,5.76851",MCO:S281,MCO:S281,Saint-Martin-d'Hères,Champ Roman,,LaMetro
clusters,"45.20545,5.70126",MCO:S158,MCO:S158,Grenoble,Pont d'Oxford,1,LaMetro
clusters,"45.198644,5.724519",BUL:S0001,BUL:BASTILLE,"",Téléphérique Grenoble-Bastille,1,LaMetro
clusters,"45.192984,5.726084",BUL:S0002,BUL:QUAIJAY,"",Quai Stéphane Jay,1,LaMetro
